time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot
1177534800,1.2045,1.21,1.2031,1.2086,9.457493475003377e+307,7.567244409341507e+307,NaN,NaN,NaN,NaN,9.457493475003377e+307,7.567244409341507e+307,NaN,NaN,NaN,NaN,9.457493475003377e+307,7.567244409341507e+307,NaN,NaN,NaN,NaN
1177621200,1.2086,1.2106,1.1996,1.2051,-7.690516358001017e+307,-1.1496563911358211e+308,NaN,NaN,NaN,NaN,-7.690516358001017e+307,-1.1496563911358211e+308,NaN,NaN,NaN,NaN,-7.690516358001017e+307,-1.1496563911358211e+308,NaN,NaN,NaN,NaN
1177880400,1.2051,1.2104,1.203,1.2072,1.1683845272918604e+308,NaN,NaN,1.1683845272918604e+308,NaN,NaN,1.1683845272918604e+308,NaN,NaN,1.1683845272918604e+308,NaN,NaN,1.1683845272918604e+308,NaN,NaN,1.1683845272918604e+308,NaN,NaN
1177966800,1.2072,1.2164,1.2051,1.2144,NaN,7.092536604031172e+307,NaN,NaN,NaN,NaN,NaN,7.092536604031172e+307,NaN,NaN,NaN,NaN,NaN,7.092536604031172e+307,NaN,NaN,NaN,NaN
1178053200,1.2144,1.2189,1.2117,1.2136,-7.208075466108699e+307,-5.767412784073132e+307,NaN,NaN,NaN,NaN,-7.208075466108699e+307,-5.767412784073132e+307,NaN,NaN,NaN,NaN,-7.208075466108699e+307,-5.767412784073132e+307,NaN,NaN,NaN,NaN
1178139600,1.2136,1.2171,1.2093,1.2159,5.861365109934158e+307,8.762163092476485e+307,NaN,NaN,NaN,NaN,5.861365109934158e+307,8.762163092476485e+307,NaN,NaN,NaN,NaN,5.861365109934158e+307,8.762163092476485e+307,NaN,NaN,NaN,NaN
1178226000,1.2159,1.2165,1.2099,1.2111,-8.904900509223413e+307,-1.043655192335558e+308,-8.904900509223413e+307,NaN,NaN,NaN,-8.904900509223413e+307,-1.043655192335558e+308,-8.904900509223413e+307,NaN,NaN,NaN,-8.904900509223413e+307,-1.043655192335558e+308,-8.904900509223413e+307,NaN,NaN,NaN
1178485200,1.2111,1.2118,1.2083,1.2111,1.060656547429759e+308,1.3517593879843702e+308,NaN,1.060656547429759e+308,NaN,NaN,1.060656547429759e+308,1.3517593879843702e+308,NaN,1.060656547429759e+308,NaN,NaN,1.060656547429759e+308,1.3517593879843702e+308,NaN,1.060656547429759e+308,NaN,NaN
1178571600,1.2111,1.2196,1.2103,1.2182,-1.373779823014844e+308,NaN,-1.373779823014844e+308,NaN,NaN,NaN,-1.373779823014844e+308,NaN,-1.373779823014844e+308,NaN,NaN,NaN,-1.373779823014844e+308,NaN,-1.373779823014844e+308,NaN,NaN,NaN
1178658000,1.2182,1.2193,1.2141,1.2186,NaN,-9.22302286456399e+307,NaN,NaN,NaN,NaN,NaN,-9.22302286456399e+307,NaN,NaN,NaN,NaN,NaN,-9.22302286456399e+307,NaN,NaN,NaN,NaN
